I,00
I,11
A,33,1
D,00,0
D,A6,0
D,89,0
D,9B,0
D,00,0
D,00,0
D,20,0
D,61,0
D,00,0
D,04,0
D,03,0
D,20,0
D,03,0
D,E0,0
D,04,0
D,25,0
D,A2,0
D,32,0
D,01,0
D,85,0
D,04,0
D,8D,0
D,00,0
D,00,0
D,00,0
D,00,0
D,00,0
D,00,0
D,00,0
D,00,0
D,BE,0
D,33,0
D,42,0
D,10,0
D,FF,0
D,B7,0
D,02,0
D,02,0
D,02,0
D,02,0
D,02,0
D,02,0
D,F1,0
D,F1,0
D,E1,0
D,E1,0
D,A0,0
D,D0,0
D,00,0
D,11,0
D,F0,0
D,12,0
D,E0,0
D,02,0
D,E0,0
D,F2,0
D,D0,0
D,E3,0
D,D1,0
D,E3,0
D,D1,0
D,E4,0
D,A2,0
D,D3,0
D,79,0
D,A6,0
D,2A,0
D,43,0
D,EE,0
D,CB,0
D,11,0
D,00,0
D,32,0
D,22,0
D,22,0
D,33,0
D,00,0
D,11,0
D,CC,0
D,EE,0
D,EE,0
D,DD,0
D,00,0
D,FF,0
D,21,0
D,11,0
D,22,0
D,22,0
D,22,0
D,22,0
D,11,0
D,12,0
D,FF,0
D,00,0
D,CC,0
D,EE,0
D,16,0
D,AE,0
D,2F,0
D,9E,0
D,29,0
D,55,0
D,9D,0
D,81,0
D,76,0
D,66,0
D,01,0
D,C8,0
D,6E,0
D,6A,0
D,66,0
D,66,0
D,24,0
D,63,0
D,08,0
D,4B,0
D,17,0
D,B7,0
D,06,0
D,41,0
D,EC,0
D,00,0
D,F3,0
D,00,0
D,9E,0
D,C5,0
D,25,0
D,58,0
D,FC,0
D,0E,0
D,F4,0
D,C0,0
D,0C,0
D,CE,0
D,EC,0
D,EE,0
D,F4,0
D,CE,0
D,F8,0
D,E0,0
D,0C,0
D,7E,0
D,F0,0
D,8E,0
D,04,0
D,1E,0
D,F4,0
D,6E,0
D,10,0
D,AE,0
D,F3,0
D,DE,0
D,F8,0
D,3E,0
D,F8,0
D,30,0
D,0C,0
D,4E,0
D,EC,0
D,4E,0
D,00,0
D,50,0
D,FC,0
D,50,0
D,13,0
D,F0,0
D,EC,0
D,0E,0
D,FF,0
D,D0,0
D,F4,0
D,B0,0
D,08,0
D,00,0
D,EF,0
D,DE,0
D,00,0
D,60,0
D,F8,0
D,10,0
D,10,0
D,60,0
D,E4,0
D,3E,0
D,F4,0
D,70,0
D,FB,0
D,A2,0
D,0F,0
D,12,0
D,F2,0
D,72,0
D,08,0
D,40,0
D,00,0
D,BE,0
D,F4,0
D,7E,0
D,10,0
D,A0,0
D,00,0
D,80,0
D,04,0
D,9E,0
D,F8,0
D,2C,0
D,14,0
D,40,0
D,13,0
D,D0,0
D,00,0
D,2E,0
D,FC,0
D,7E,0
D,17,0
D,9E,0
D,04,0
D,00,0
D,08,0
D,0E,0
D,FC,0
D,1E,0
D,10,0
D,10,0
D,10,0
D,22,0
D,08,0
D,2E,0
D,FF,0
D,DE,0
D,17,0
D,D0,0
D,0F,0
D,92,0
D,04,0
D,8E,0
D,FB,0
D,CE,0
D,00,0
D,00,0
D,00,0
D,00,0
D,0B,0
D,D0,0
D,00,0
D,2E,0
D,0C,0
D,02,0
D,08,0
D,60,0
D,0B,0
D,D0,0
D,FF,0
D,60,0
D,1A,0
D,72,0
D,FC,0
D,1E,0
D,FC,0
D,40,0
D,0F,0
D,F0,0
D,EC,0
D,30,0
D,F8,0
D,10,0
D,F8,0
D,40,0
D,0F,0
D,EE,0
D,F0,0
D,0E,0
D,FB,0
D,EE,0
D,FB,0
D,F0,0
D,10,0
D,4E,0
D,F3,0
D,6E,0
D,03,0
D,DE,0
D,FF,0
D,E0,0
D,0C,0
D,00,0
D,EF,0
D,F0,0
D,FC,0
D,20,0
D,FC,0
D,10,0
D,13,0
D,A0,0
D,F3,0
D,90,0
D,03,0
D,50,0
D,FC,0
D,20,0
D,0F,0
D,90,0
D,EF,0
D,60,0
D,FF,0
D,F0,0
D,F7,0
D,B0,0
D,13,0
D,D0,0
D,E7,0
D,A0,0
D,FF,0
D,F0,0
D,FB,0
D,B2,0
D,08,0
D,32,0
D,EB,0
D,20,0
D,0C,0
D,40,0
D,04,0
D,70,0
D,F8,0
D,2E,0
D,10,0
D,60,0
D,04,0
D,50,0
D,00,0
D,8E,0
D,F8,0
D,2E,0
D,14,0
D,40,0
D,04,0
D,30,0
D,04,0
D,3E,0
D,FC,0
D,9E,0
D,17,0
D,B0,0
D,0C,0
D,32,0
D,04,0
D,4E,0
D,F8,0
D,6E,0
D,10,0
D,40,0
D,0C,0
D,72,0
D,08,0
D,5E,0
D,FC,0
D,0E,0
D,1B,0
D,E0,0
D,13,0
D,92,0
D,08,0
D,70,0
D,FB,0
D,DE,0
D,17,0
D,A0,0
D,0C,0
D,32,0
D,03,0
D,F0,0
D,FC,0
D,00,0
D,13,0
D,D0,0
D,0C,0
D,32,0
D,07,0
D,E0,0
D,F4,0
D,C0,0
D,17,0
D,E2,0
D,03,0
D,AE,0
D,FB,0
D,E0,0
D,0F,0
D,A0,0
D,EF,0
D,DE,0
D,03,0
D,DE,0
D,FF,0
D,F0,0
D,0F,0
D,C0,0
D,F3,0
D,DE,0
D,03,0
D,C0,0
D,FF,0
D,C0,0
D,10,0
D,20,0
D,F7,0
D,5E,0
D,03,0
D,EE,0
D,FF,0
D,E0,0
D,0C,0
D,00,0
D,EF,0
D,FE,0
D,04,0
D,20,0
D,FC,0
D,10,0
D,17,0
D,90,0
D,F3,0
D,AE,0
D,03,0
D,60,0
D,FC,0
D,20,0
D,0F,0
D,70,0
D,F3,0
D,40,0
D,03,0
D,C2,0
D,F7,0
D,90,0
D,0F,0
D,A0,0
D,E7,0
D,60,0
D,FF,0
D,A0,0
D,FB,0
D,60,0
D,08,0
D,62,0
D,E8,0
D,00,0
D,13,0
D,C0,0
D,00,0
D,10,0
D,FB,0
D,CE,0
D,00,0
D,00,0
D,00,0
D,00,0
D,04,0
D,20,0
D,F4,0
D,0E,0
D,10,0
D,10,0
D,08,0
D,02,0
D,04,0
D,00,0
D,F8,0
D,6E,0
D,13,0
D,90,0
D,0C,0
D,32,0
D,08,0
D,30,0
D,F8,0
D,4E,0
D,10,0
D,30,0
D,10,0
D,62,0
D,08,0
D,5E,0
D,03,0
D,DE,0
D,17,0
D,E0,0
D,0F,0
D,A2,0
D,08,0
D,60,0
D,FB,0
D,BE,0
D,17,0
D,70,0
D,0C,0
D,02,0
D,03,0
D,C0,0
D,FF,0
D,D0,0
D,0F,0
D,92,0
D,0B,0
D,D2,0
D,07,0
D,90,0
D,F8,0
D,90,0
D,0C,0
D,50,0
D,FB,0
D,BE,0
D,FF,0
D,D0,0
D,0F,0
D,BE,0
D,F3,0
D,D0,0
D,FF,0
D,D0,0
D,F8,0
D,20,0
D,0F,0
D,EE,0
D,F0,0
D,0E,0
D,FC,0
D,0E,0
D,F4,0
D,30,0
D,10,0
D,80,0
D,F3,0
D,BE,0
D,FC,0
D,50,0
D,F8,0
D,70,0
D,0C,0
D,70,0
D,EC,0
D,5E,0
D,FC,0
D,90,0
D,F8,0
D,90,0
D,13,0
D,F0,0
D,EF,0
D,FE,0
D,FF,0
D,B0,0
D,F8,0
D,80,0
D,0F,0
D,C0,0
D,EF,0
D,90,0
D,03,0
D,E2,0
D,F7,0
D,C0,0
D,0F,0
D,C0,0
D,EB,0
D,70,0
D,FB,0
D,C0,0
D,FB,0
D,70,0
D,08,0
D,72,0
D,E8,0
D,30,0
D,07,0
D,D0,0
D,03,0
D,F0,0
D,F7,0
D,DE,0
D,0F,0
D,F0,0
D,04,0
D,00,0
D,FC,0
D,5E,0
D,F0,0
D,1E,0
D,10,0
D,30,0
D,04,0
D,30,0
D,FC,0
D,6E,0
D,F4,0
D,CE,0
D,0F,0
D,E0,0
D,00,0
D,92,0
D,FC,0
D,AE,0
D,F0,0
D,BE,0
D,0C,0
D,80,0
D,04,0
D,C2,0
D,00,0
D,C0,0
D,F8,0
D,2E,0
D,0C,0
D,32,0
D,07,0
D,F2,0
D,00,0
D,B0,0
D,F7,0
D,FE,0
D,0F,0
D,C0,0
D,0C,0
D,14,0
D,FF,0
D,E0,0
D,FB,0
D,FE,0
D,0F,0
D,90,0
D,0B,0
D,F2,0
D,07,0
D,90,0
D,F4,0
D,90,0
D,0C,0
D,50,0
D,FF,0
D,80,0
D,03,0
D,A0,0
D,13,0
D,80,0
D,F3,0
D,C0,0
D,FB,0
D,D0,0
D,F8,0
D,10,0
D,0F,0
D,D0,0
D,F0,0
D,00,0
D,FF,0
D,FE,0
D,F8,0
D,20,0
D,0C,0
D,90,0
D,E8,0
D,0E,0
D,00,0
D,30,0
D,F8,0
D,80,0
D,00,0
D,00,0
D,E8,0
D,8E,0
D,00,0
D,00,0
D,F8,0
D,C0,0
D,0C,0
D,40,0
D,EC,0
D,00,0
D,FF,0
D,B0,0
D,F8,0
D,B0,0
D,0B,0
D,D0,0
D,EB,0
D,B0,0
D,03,0
D,E2,0
D,F7,0
D,B0,0
D,0B,0
D,A0,0
D,E7,0
D,70,0
D,FF,0
D,92,0
D,FB,0
D,62,0
D,08,0
D,52,0
D,E8,0
D,00,0
D,03,0
D,A2,0
D,FF,0
D,C0,0
D,F3,0
D,AE,0
D,0B,0
D,D2,0
D,FF,0
D,F2,0
D,F8,0
D,30,0
D,F3,0
D,EE,0
D,08,0
D,20,0
D,00,0
D,10,0
D,F8,0
D,5E,0
D,EC,0
D,BE,0
D,04,0
D,20,0
D,04,0
D,52,0
D,F8,0
D,A0,0
D,EC,0
D,AE,0
D,08,0
D,A0,0
D,FC,0
D,E2,0
D,FC,0
D,EE,0
D,F0,0
D,6E,0
D,0C,0
D,20,0
D,07,0
D,D2,0
D,FC,0
D,C0,0
D,EF,0
D,F0,0
D,0B,0
D,C2,0
D,08,0
D,04,0
D,FB,0
D,D0,0
D,F7,0
D,CE,0
D,0B,0
D,92,0
D,0B,0
D,B2,0
D,FF,0
D,80,0
D,F0,0
D,60,0
D,0C,0
D,22,0
D,03,0
D,C0,0
D,03,0
D,E2,0
D,13,0
D,B0,0
D,F3,0
D,F0,0
D,04,0
D,00,0
D,F8,0
D,40,0
D,13,0
D,F0,0
D,F4,0
D,20,0
D,04,0
D,30,0
D,FC,0
D,40,0
D,08,0
D,D0,0
D,EC,0
D,30,0
D,FC,0
D,A0,0
D,F8,0
D,B0,0
D,08,0
D,B0,0
D,EC,0
D,C0,0
D,00,0
D,E0,0
D,FC,0
D,C0,0
D,0C,0
D,60,0
D,E8,0
D,8E,0
D,FC,0
D,00,0
D,F8,0
D,E0,0
D,00,0
D,30,0
D,EB,0
D,F0,0
D,F4,0
D,50,0
D,F0,0
D,10,0
D,0B,0
D,D0,0
D,EB,0
D,A0,0
D,FB,0
D,D0,0
D,FB,0
D,A2,0
D,04,0
D,82,0
D,E4,0
D,50,0
D,03,0
D,52,0
D,FB,0
D,60,0
D,EF,0
D,4E,0
D,03,0
D,80,0
D,03,0
D,90,0
D,F7,0
D,D0,0
D,EF,0
D,8E,0
D,0B,0
D,B2,0
D,03,0
D,D2,0
D,FB,0
D,C0,0
D,EC,0
D,7E,0
D,03,0
D,B0,0
D,00,0
D,32,0
D,F8,0
D,40,0
D,EC,0
D,4E,0
D,04,0
D,40,0
D,00,0
D,62,0
D,00,0
D,50,0
D,EF,0
D,FE,0
D,04,0
D,10,0
D,03,0
D,92,0
D,F8,0
D,60,0
D,EB,0
D,CE,0
D,0B,0
D,72,0
D,FF,0
D,D2,0
D,F7,0
D,90,0
D,00,0
D,00,0
D,07,0
D,30,0
D,00,0
D,00,0
D,FB,0
D,30,0
D,EC,0
D,10,0
D,07,0
D,E0,0
D,0F,0
D,30,0
D,13,0
D,60,0
D,1F,0
D,40,0
D,FF,0
D,80,0
D,07,0
D,A0,0
D,07,0
D,E0,0
D,1F,0
D,80,0
D,FF,0
D,F0,0
D,07,0
D,C0,0
D,04,0
D,00,0
D,14,0
D,A0,0
D,FF,0
D,90,0
D,04,0
D,2E,0
D,08,0
D,30,0
D,14,0
D,70,0
D,F4,0
D,6E,0
D,04,0
D,80,0
D,08,0
D,70,0
D,10,0
D,30,0
D,FB,0
D,F0,0
D,07,0
D,80,0
D,04,0
D,82,0
D,0F,0
D,B0,0
D,FB,0
D,70,0
D,03,0
D,D0,0
D,03,0
D,80,0
D,13,0
D,90,0
D,F7,0
D,30,0
D,03,0
D,70,0
D,07,0
D,30,0
D,10,0
D,12,0
D,FB,0
D,C0,0
D,0B,0
D,32,0
D,03,0
D,60,0
D,F3,0
D,4E,0
D,0F,0
D,70,0
D,03,0
D,A0,0
D,FF,0
D,EE,0
D,F7,0
D,8E,0
D,0B,0
D,E0,0
D,07,0
D,C0,0
D,FC,0
D,00,0
D,EC,0
D,9E,0
D,13,0
D,90,0
D,04,0
D,22,0
D,00,0
D,20,0
D,F0,0
D,6E,0
D,0C,0
D,50,0
D,04,0
D,82,0
D,04,0
D,60,0
D,F0,0
D,3E,0
D,13,0
D,F2,0
D,0B,0
D,82,0
D,04,0
D,70,0
D,F3,0
D,BE,0
D,13,0
D,62,0
D,0B,0
D,D2,0
D,03,0
D,80,0
D,FB,0
D,90,0
D,13,0
D,32,0
D,0B,0
D,72,0
D,07,0
D,30,0
D,F8,0
D,00,0
D,1F,0
D,A2,0
D,03,0
D,90,0
D,0F,0
D,D0,0
D,17,0
D,A0,0
D,FB,0
D,E0,0
D,03,0
D,E0,0
D,08,0
D,02,0
D,13,0
D,F0,0
D,F8,0
D,10,0
D,04,0
D,10,0
D,04,0
D,20,0
D,0C,0
D,D0,0
D,FF,0
D,B0,0
D,04,0
D,50,0
D,04,0
D,60,0
D,10,0
D,80,0
D,F0,0
D,90,0
D,00,0
D,A0,0
D,08,0
D,90,0
D,0C,0
D,50,0
D,F4,0
D,30,0
D,0B,0
D,C0,0
D,04,0
D,B0,0
D,0F,0
D,E0,0
D,F7,0
D,B0,0
D,FC,0
D,30,0
D,03,0
D,D0,0
D,13,0
D,D2,0
D,F3,0
D,A0,0
D,03,0
D,D0,0
D,07,0
D,90,0
D,14,0
D,42,0
D,F0,0
D,40,0
D,FB,0
D,80,0
D,F7,0
D,C0,0
D,EB,0
D,9E,0
D,03,0
D,D0,0
D,FB,0
D,D0,0
D,00,0
D,00,0
D,EB,0
